relative_path,class_folder_raw,width,height,size_bytes,laplacian_var_blur,sharpness_flag,mean_brightness,std_contrast,decode_ok,corruption_status,has_exif
7. Healthy leaf/healthy_00208.jpg,7. Healthy leaf,1200,1594,294212,37.518,blurry,150.445,25.817,True,ok,True
7. Healthy leaf/healthy_00209.jpg,7. Healthy leaf,1200,1594,282307,36.854,blurry,152.219,21.819,True,ok,True
7. Healthy leaf/healthy_00210.jpg,7. Healthy leaf,1200,1594,292381,27.465,blurry,150.026,21.376,True,ok,True
7. Healthy leaf/healthy_00211.jpg,7. Healthy leaf,1200,1594,280579,39.887,blurry,160.668,31.26,True,ok,True
7. Healthy leaf/healthy_00212.jpg,7. Healthy leaf,1200,1594,215420,48.68,blurry,180.419,31.991,True,ok,True
7. Healthy leaf/healthy_00213.jpg,7. Healthy leaf,1200,1594,263867,31.619,blurry,157.998,26.012,True,ok,True
7. Healthy leaf/healthy_00214.jpg,7. Healthy leaf,1200,1594,270246,35.305,blurry,158.058,27.16,True,ok,True
7. Healthy leaf/healthy_00215.jpg,7. Healthy leaf,1200,1594,289357,40.594,blurry,154.862,24.87,True,ok,True
7. Healthy leaf/healthy_00216.jpg,7. Healthy leaf,1200,1594,266178,41.457,blurry,155.403,24.941,True,ok,True
7. Healthy leaf/healthy_00217.jpg,7. Healthy leaf,1200,1594,268353,29.401,blurry,154.483,21.888,True,ok,True
7. Healthy leaf/healthy_00218.jpg,7. Healthy leaf,1200,1594,282230,39.972,blurry,156.277,23.707,True,ok,True
7. Healthy leaf/healthy_00219.jpg,7. Healthy leaf,1200,1594,262194,34.983,blurry,161.276,30.345,True,ok,True
7. Healthy leaf/healthy_00220.jpg,7. Healthy leaf,1200,904,138940,51.767,blurry,180.959,36.289,True,ok,True
7. Healthy leaf/healthy_00221.jpg,7. Healthy leaf,1200,904,123594,38.701,blurry,183.693,31.259,True,ok,True
7. Healthy leaf/healthy_00222.jpg,7. Healthy leaf,1200,904,141762,42.927,blurry,164.075,29.564,True,ok,True
7. Healthy leaf/healthy_00223.jpg,7. Healthy leaf,1200,1594,256631,23.248,blurry,148.395,18.334,True,ok,True
7. Healthy leaf/healthy_00224.jpg,7. Healthy leaf,1200,1594,294890,40.216,blurry,153.577,24.112,True,ok,True
7. Healthy leaf/healthy_00225.jpg,7. Healthy leaf,1200,1594,271995,29.788,blurry,140.257,22.653,True,ok,True
7. Healthy leaf/healthy_00226.jpg,7. Healthy leaf,1200,1594,301781,29.429,blurry,146.519,23.339,True,ok,True
7. Healthy leaf/healthy_00227.jpg,7. Healthy leaf,1200,904,143957,51.619,blurry,160.674,32.618,True,ok,True
7. Healthy leaf/healthy_00228.jpg,7. Healthy leaf,1200,904,124126,67.811,blurry,176.38,36.462,True,ok,True
7. Healthy leaf/healthy_00229.jpg,7. Healthy leaf,1200,1594,207014,30.365,blurry,180.916,27.6,True,ok,True
7. Healthy leaf/healthy_00230.jpg,7. Healthy leaf,1200,904,148515,34.033,blurry,157.62,28.681,True,ok,True
7. Healthy leaf/healthy_00231.jpg,7. Healthy leaf,1200,1594,228861,122.095,soft,168.539,67.649,True,ok,True
7. Healthy leaf/healthy_00232.jpg,7. Healthy leaf,1200,1594,281737,77.517,blurry,173.948,46.186,True,ok,True
7. Healthy leaf/healthy_00233.jpg,7. Healthy leaf,1200,1594,283902,81.887,blurry,175.944,45.466,True,ok,True
7. Healthy leaf/healthy_00234.jpg,7. Healthy leaf,1200,1594,255908,85.493,blurry,194.19,47.439,True,ok,True
7. Healthy leaf/healthy_00235.jpg,7. Healthy leaf,1200,1594,274332,26.928,blurry,154.087,24.311,True,ok,True
7. Healthy leaf/healthy_00236.jpg,7. Healthy leaf,1200,1594,256256,26.636,blurry,157.521,24.245,True,ok,True
7. Healthy leaf/healthy_00237.jpg,7. Healthy leaf,1200,1594,222028,113.889,soft,192.57,46.322,True,ok,True
7. Healthy leaf/healthy_00238.jpg,7. Healthy leaf,1200,1594,233978,94.616,blurry,185.582,44.12,True,ok,True
7. Healthy leaf/healthy_00239.jpg,7. Healthy leaf,1200,1594,268589,60.642,blurry,179.773,36.756,True,ok,True
7. Healthy leaf/healthy_00240.jpg,7. Healthy leaf,1200,1594,227696,65.653,blurry,171.781,38.34,True,ok,True
7. Healthy leaf/healthy_00241.jpg,7. Healthy leaf,1200,1594,263710,107.13,soft,191.105,53.36,True,ok,True
7. Healthy leaf/healthy_00242.jpg,7. Healthy leaf,1200,1594,268808,97.53,blurry,177.597,49.515,True,ok,True
7. Healthy leaf/healthy_00243.jpg,7. Healthy leaf,1200,1594,281884,55.105,blurry,177.634,38.525,True,ok,True
7. Healthy leaf/healthy_00244.jpg,7. Healthy leaf,1200,1594,267857,60.246,blurry,177.33,39.096,True,ok,True
7. Healthy leaf/healthy_00245.jpg,7. Healthy leaf,1200,1594,261008,38.248,blurry,156.221,27.733,True,ok,True
7. Healthy leaf/healthy_00246.jpg,7. Healthy leaf,1200,1594,206146,24.949,blurry,178.21,27.965,True,ok,True
7. Healthy leaf/healthy_00247.jpg,7. Healthy leaf,1200,1594,262581,30.817,blurry,157.255,25.456,True,ok,True
7. Healthy leaf/healthy_00248.jpg,7. Healthy leaf,1200,1594,260457,67.162,blurry,187.874,45.509,True,ok,True
7. Healthy leaf/healthy_00249.jpg,7. Healthy leaf,1200,1594,242572,40.006,blurry,175.644,36.019,True,ok,True
7. Healthy leaf/healthy_00250.jpg,7. Healthy leaf,1200,1594,329627,57.049,blurry,164.222,33.693,True,ok,True
7. Healthy leaf/healthy_00251.jpg,7. Healthy leaf,1200,1594,274281,25.435,blurry,160.976,25.417,True,ok,True
7. Healthy leaf/healthy_00252.jpg,7. Healthy leaf,1200,1594,236700,32.154,blurry,153.155,27.239,True,ok,True
7. Healthy leaf/healthy_00253.jpg,7. Healthy leaf,1200,1594,217727,24.463,blurry,173.457,24.546,True,ok,True
7. Healthy leaf/healthy_00254.jpg,7. Healthy leaf,1200,1594,274643,125.306,soft,191.577,59.031,True,ok,True
7. Healthy leaf/healthy_00255.jpg,7. Healthy leaf,1200,1594,255659,79.998,blurry,170.51,46.884,True,ok,True
7. Healthy leaf/healthy_00256.jpg,7. Healthy leaf,1200,1594,245625,80.403,blurry,190.206,49.194,True,ok,True
7. Healthy leaf/healthy_00257.jpg,7. Healthy leaf,1200,1594,252229,61.603,blurry,166.109,38.328,True,ok,True
7. Healthy leaf/healthy_00258.jpg,7. Healthy leaf,1200,1594,267183,38.73,blurry,173.315,29.173,True,ok,True
7. Healthy leaf/healthy_00259.jpg,7. Healthy leaf,1200,1594,252231,71.214,blurry,189.935,50.28,True,ok,True
7. Healthy leaf/healthy_00260.jpg,7. Healthy leaf,1200,1594,265815,63.516,blurry,173.611,42.205,True,ok,True
7. Healthy leaf/healthy_00261.jpg,7. Healthy leaf,1200,1594,276540,92.693,blurry,191.219,63.193,True,ok,True
7. Healthy leaf/healthy_00262.jpg,7. Healthy leaf,1200,1594,269641,57.617,blurry,172.376,39.46,True,ok,True
7. Healthy leaf/healthy_00263.jpg,7. Healthy leaf,1200,1594,247601,25.319,blurry,158.962,28.223,True,ok,True
7. Healthy leaf/healthy_00264.jpg,7. Healthy leaf,1200,1594,238600,19.087,blurry,153.308,19.912,True,ok,True
7. Healthy leaf/healthy_00265.jpg,7. Healthy leaf,1200,1594,260417,41.316,blurry,171.81,28.305,True,ok,True
7. Healthy leaf/healthy_00266.jpg,7. Healthy leaf,1200,1594,224108,25.269,blurry,175.204,24.459,True,ok,True
7. Healthy leaf/healthy_00267.jpg,7. Healthy leaf,1200,1594,253732,52.121,blurry,172.541,42.403,True,ok,True
7. Healthy leaf/healthy_00268.jpg,7. Healthy leaf,1200,1594,266186,34.74,blurry,178.379,33.63,True,ok,True
7. Healthy leaf/healthy_00269.jpg,7. Healthy leaf,1200,1594,272647,84.133,blurry,194.39,49.03,True,ok,True
7. Healthy leaf/healthy_00270.jpg,7. Healthy leaf,1200,1594,242867,53.358,blurry,180.811,37.955,True,ok,True
7. Healthy leaf/healthy_00271.jpg,7. Healthy leaf,1200,1594,272235,46.826,blurry,177.936,33.155,True,ok,True
7. Healthy leaf/healthy_00272.jpg,7. Healthy leaf,1200,1594,266943,28.105,blurry,173.158,24.965,True,ok,True
7. Healthy leaf/healthy_00273.jpg,7. Healthy leaf,1200,1594,228652,81.128,blurry,176.66,43.327,True,ok,True
7. Healthy leaf/healthy_00274.jpg,7. Healthy leaf,1200,1594,245531,69.404,blurry,180.385,41.442,True,ok,True
7. Healthy leaf/healthy_00275.jpg,7. Healthy leaf,1200,1594,250539,28.621,blurry,157.768,26.973,True,ok,True
7. Healthy leaf/healthy_00276.jpg,7. Healthy leaf,1200,1594,298655,29.611,blurry,146.472,25.093,True,ok,True
7. Healthy leaf/healthy_00277.jpg,7. Healthy leaf,1200,1594,279685,21.759,blurry,149.325,19.527,True,ok,True
7. Healthy leaf/healthy_00278.jpg,7. Healthy leaf,1200,1594,268689,41.189,blurry,157.458,29.67,True,ok,True
7. Healthy leaf/healthy_00279.jpg,7. Healthy leaf,1200,1594,272505,26.036,blurry,152.508,19.775,True,ok,True
7. Healthy leaf/healthy_00280.jpg,7. Healthy leaf,1200,1594,261442,30.34,blurry,159.172,25.612,True,ok,True
7. Healthy leaf/healthy_00281.jpg,7. Healthy leaf,1200,1594,238475,22.4,blurry,154.635,22.249,True,ok,True
7. Healthy leaf/healthy_00282.jpg,7. Healthy leaf,1200,1594,233104,23.443,blurry,174.772,25.255,True,ok,True
7. Healthy leaf/healthy_00283.jpg,7. Healthy leaf,1200,1594,245574,19.321,blurry,155.176,19.938,True,ok,True
7. Healthy leaf/healthy_00284.jpg,7. Healthy leaf,1200,1594,270911,17.811,blurry,150.701,19.205,True,ok,True
7. Healthy leaf/healthy_00285.jpg,7. Healthy leaf,1200,1594,266161,17.104,blurry,148.691,16.693,True,ok,True
7. Healthy leaf/healthy_00286.jpg,7. Healthy leaf,1200,1594,300588,58.204,blurry,172.154,38.739,True,ok,True
7. Healthy leaf/healthy_00287.jpg,7. Healthy leaf,1200,1594,246757,37.975,blurry,154.737,23.834,True,ok,True
7. Healthy leaf/healthy_00288.jpg,7. Healthy leaf,1200,904,115589,31.688,blurry,178.137,43.344,True,ok,True
7. Healthy leaf/healthy_00289.jpg,7. Healthy leaf,1200,1594,307262,304.234,sharp,134.406,68.784,True,ok,True
7. Healthy leaf/healthy_00290.jpg,7. Healthy leaf,1200,1594,329703,369.412,sharp,129.629,68.309,True,ok,True
7. Healthy leaf/healthy_00291.jpg,7. Healthy leaf,1200,1600,259559,118.192,soft,157.015,56.345,True,ok,True
7. Healthy leaf/healthy_00292.jpg,7. Healthy leaf,1200,1600,222019,96.766,blurry,158.392,54.468,True,ok,True
7. Healthy leaf/healthy_00293.jpg,7. Healthy leaf,1200,1600,236035,97.62,blurry,149.593,59.567,True,ok,True
7. Healthy leaf/healthy_00294.jpg,7. Healthy leaf,1200,1600,238014,98.809,blurry,149.463,59.813,True,ok,True
7. Healthy leaf/healthy_00295.jpg,7. Healthy leaf,1200,1600,236829,81.478,blurry,177.933,39.942,True,ok,True
7. Healthy leaf/healthy_00296.jpg,7. Healthy leaf,1200,1600,212758,20.745,blurry,161.686,31.16,True,ok,True
7. Healthy leaf/healthy_00297.jpg,7. Healthy leaf,1200,1600,204999,23.059,blurry,161.65,32.776,True,ok,True
7. Healthy leaf/healthy_00298.jpg,7. Healthy leaf,1200,904,150459,87.377,blurry,117.019,54.566,True,ok,True
7. Healthy leaf/healthy_00299.jpg,7. Healthy leaf,1200,1600,288091,92.465,blurry,159.49,56.199,True,ok,True
7. Healthy leaf/healthy_00300.jpg,7. Healthy leaf,1200,1600,263400,63.748,blurry,151.05,59.989,True,ok,True
7. Healthy leaf/healthy_00301.jpg,7. Healthy leaf,1200,1600,278067,52.21,blurry,157.907,60.618,True,ok,True
7. Healthy leaf/healthy_00302.jpg,7. Healthy leaf,1200,900,135744,19.89,blurry,171.303,27.296,True,ok,True
7. Healthy leaf/healthy_00303.jpg,7. Healthy leaf,1200,1600,232287,26.451,blurry,169.086,30.882,True,ok,True
7. Healthy leaf/healthy_00304.jpg,7. Healthy leaf,1200,1600,246247,57.81,blurry,170.651,51.002,True,ok,True
7. Healthy leaf/healthy_00305.jpg,7. Healthy leaf,1200,1600,254055,37.656,blurry,167.313,47.678,True,ok,True
7. Healthy leaf/healthy_00306.jpg,7. Healthy leaf,1200,900,147905,22.268,blurry,165.338,28.593,True,ok,True
7. Healthy leaf/healthy_00307.jpg,7. Healthy leaf,1200,1600,269540,55.297,blurry,176.47,44.574,True,ok,True
7. Healthy leaf/healthy_00308.jpg,7. Healthy leaf,1200,1600,278501,43.902,blurry,174.197,39.601,True,ok,True
7. Healthy leaf/healthy_00309.jpg,7. Healthy leaf,1200,1600,270508,42.847,blurry,171.707,40.941,True,ok,True
7. Healthy leaf/healthy_00310.jpg,7. Healthy leaf,1200,1600,231308,36.979,blurry,180.535,37.185,True,ok,True
7. Healthy leaf/healthy_00311.jpg,7. Healthy leaf,1200,904,169094,184.385,soft,176.88,54.162,True,ok,True
7. Healthy leaf/healthy_00312.jpg,7. Healthy leaf,1200,904,109894,157.761,soft,163.957,67.776,True,ok,True
7. Healthy leaf/healthy_00313.jpg,7. Healthy leaf,1200,904,135892,35.717,blurry,174.457,37.408,True,ok,True
7. Healthy leaf/healthy_00314.jpg,7. Healthy leaf,1200,904,103637,66.79,blurry,180.979,33.989,True,ok,True
7. Healthy leaf/healthy_00315.jpg,7. Healthy leaf,1200,904,126194,82.62,blurry,176.419,33.882,True,ok,True
7. Healthy leaf/healthy_00316.jpg,7. Healthy leaf,1200,900,177433,132.07,soft,181.081,54.345,True,ok,True
7. Healthy leaf/healthy_00317.jpg,7. Healthy leaf,1200,1600,219638,110.597,soft,185.767,51.311,True,ok,True
7. Healthy leaf/healthy_00318.jpg,7. Healthy leaf,1200,1600,267578,107.317,soft,189.735,42.136,True,ok,True
7. Healthy leaf/healthy_00319.jpg,7. Healthy leaf,1200,904,114584,74.694,blurry,167.39,38.557,True,ok,True
7. Healthy leaf/healthy_00320.jpg,7. Healthy leaf,1200,1600,363160,123.224,soft,187.793,41.851,True,ok,True
7. Healthy leaf/healthy_00321.jpg,7. Healthy leaf,1200,1600,340605,98.574,blurry,191.558,37.397,True,ok,True
7. Healthy leaf/healthy_00322.jpg,7. Healthy leaf,1200,904,109881,125.167,soft,180.53,48.26,True,ok,True
7. Healthy leaf/healthy_00323.jpg,7. Healthy leaf,1200,904,107945,130.2,soft,176.123,52.27,True,ok,True
7. Healthy leaf/healthy_00324.jpg,7. Healthy leaf,1200,904,113923,85.321,blurry,183.443,29.462,True,ok,True
7. Healthy leaf/healthy_00325.jpg,7. Healthy leaf,1200,904,111702,80.337,blurry,185.253,27.127,True,ok,True
7. Healthy leaf/healthy_00326.jpg,7. Healthy leaf,1200,904,107913,73.9,blurry,185.242,27.875,True,ok,True
7. Healthy leaf/healthy_00327.jpg,7. Healthy leaf,1200,904,99299,46.018,blurry,188.261,27.792,True,ok,True
7. Healthy leaf/healthy_00328.jpg,7. Healthy leaf,1200,904,116002,70.329,blurry,191.345,33.074,True,ok,True
7. Healthy leaf/healthy_00329.jpg,7. Healthy leaf,1200,900,140073,43.753,blurry,168.174,62.241,True,ok,True
7. Healthy leaf/healthy_00330.jpg,7. Healthy leaf,1200,904,107954,46.66,blurry,184.478,32.808,True,ok,True
7. Healthy leaf/healthy_00331.jpg,7. Healthy leaf,1200,900,162440,54.193,blurry,146.194,39.799,True,ok,True
7. Healthy leaf/healthy_00332.jpg,7. Healthy leaf,1200,900,143285,42.561,blurry,148.323,43.975,True,ok,True
7. Healthy leaf/healthy_00333.jpg,7. Healthy leaf,1200,1600,274672,102.684,soft,172.7,52.449,True,ok,True
7. Healthy leaf/healthy_00334.jpg,7. Healthy leaf,1200,1600,279739,102.951,soft,174.757,50.952,True,ok,True
7. Healthy leaf/healthy_00335.jpg,7. Healthy leaf,1200,1600,302233,73.211,blurry,181.038,34.784,True,ok,True
7. Healthy leaf/healthy_00336.jpg,7. Healthy leaf,1200,1600,302289,105.77,soft,184.335,46.645,True,ok,True
7. Healthy leaf/healthy_00337.jpg,7. Healthy leaf,1200,904,113295,91.76,blurry,186.751,39.5,True,ok,True
7. Healthy leaf/healthy_00338.jpg,7. Healthy leaf,1200,904,106329,55.161,blurry,177.613,23.307,True,ok,True
7. Healthy leaf/healthy_00339.jpg,7. Healthy leaf,1200,1600,253677,59.855,blurry,144.715,52.109,True,ok,True
7. Healthy leaf/healthy_00340.jpg,7. Healthy leaf,1200,904,107682,49.878,blurry,191.652,24.061,True,ok,True
7. Healthy leaf/healthy_00341.jpg,7. Healthy leaf,1200,1600,234848,99.791,blurry,175.623,66.343,True,ok,True
7. Healthy leaf/healthy_00342.jpg,7. Healthy leaf,1200,904,135026,160.816,soft,183.301,48.32,True,ok,True
7. Healthy leaf/healthy_00343.jpg,7. Healthy leaf,1200,904,167961,157.99,soft,185.889,45.558,True,ok,True
7. Healthy leaf/healthy_00344.jpg,7. Healthy leaf,1200,904,165041,161.205,soft,180.801,49.219,True,ok,True
7. Healthy leaf/healthy_00345.jpg,7. Healthy leaf,1200,904,149840,125.887,soft,186.244,45.459,True,ok,True
7. Healthy leaf/healthy_00346.jpg,7. Healthy leaf,1200,904,163726,130.424,soft,186.406,44.987,True,ok,True
7. Healthy leaf/healthy_00347.jpg,7. Healthy leaf,1200,904,122021,61.861,blurry,195.38,33.173,True,ok,True
7. Healthy leaf/healthy_00348.jpg,7. Healthy leaf,1200,904,114584,75.39,blurry,190.65,38.456,True,ok,True
7. Healthy leaf/healthy_00349.jpg,7. Healthy leaf,1200,904,135011,67.48,blurry,197.949,37.865,True,ok,True
7. Healthy leaf/healthy_00350.jpg,7. Healthy leaf,1200,1600,274912,40.293,blurry,203.074,25.646,True,ok,True
7. Healthy leaf/healthy_00351.jpg,7. Healthy leaf,1200,1600,288827,40.695,blurry,203.734,23.917,True,ok,True
7. Healthy leaf/healthy_00352.jpg,7. Healthy leaf,1200,1600,250491,34.535,blurry,202.047,33.898,True,ok,True
7. Healthy leaf/healthy_00353.jpg,7. Healthy leaf,1200,904,101408,73.956,blurry,175.628,38.444,True,ok,True
7. Healthy leaf/healthy_00354.jpg,7. Healthy leaf,1200,904,110530,55.252,blurry,182.075,34.626,True,ok,True
7. Healthy leaf/healthy_00355.jpg,7. Healthy leaf,1200,904,116369,79.501,blurry,182.955,42.9,True,ok,True
7. Healthy leaf/healthy_00356.jpg,7. Healthy leaf,1200,904,143548,75.791,blurry,189.355,43.681,True,ok,True
7. Healthy leaf/healthy_00357.jpg,7. Healthy leaf,1200,904,132956,54.687,blurry,195.894,32.9,True,ok,True
7. Healthy leaf/healthy_00358.jpg,7. Healthy leaf,1200,904,102336,67.785,blurry,172.184,45.481,True,ok,True
7. Healthy leaf/healthy_00359.jpg,7. Healthy leaf,1200,904,107171,66.974,blurry,179.516,31.268,True,ok,True
7. Healthy leaf/healthy_00360.jpg,7. Healthy leaf,1200,904,100381,67.264,blurry,178.888,35.637,True,ok,True
7. Healthy leaf/healthy_00361.jpg,7. Healthy leaf,1200,1600,248071,39.98,blurry,176.078,29.908,True,ok,True
7. Healthy leaf/healthy_00362.jpg,7. Healthy leaf,1200,1600,251479,43.065,blurry,178.711,34.375,True,ok,True
7. Healthy leaf/healthy_00363.jpg,7. Healthy leaf,1200,1600,259034,31.888,blurry,171.399,25.188,True,ok,True
7. Healthy leaf/healthy_00364.jpg,7. Healthy leaf,1200,1600,256938,30.632,blurry,171.389,25.28,True,ok,True
7. Healthy leaf/healthy_00365.jpg,7. Healthy leaf,1200,904,164902,137.887,soft,161.276,38.711,True,ok,True
7. Healthy leaf/healthy_00366.jpg,7. Healthy leaf,1200,904,134817,100.072,soft,166.139,51.499,True,ok,True
7. Healthy leaf/healthy_00367.jpg,7. Healthy leaf,1200,904,132768,75.961,blurry,165.811,35.023,True,ok,True
7. Healthy leaf/healthy_00368.jpg,7. Healthy leaf,1200,904,143399,107.62,soft,184.346,47.991,True,ok,True
7. Healthy leaf/healthy_00369.jpg,7. Healthy leaf,1200,904,166227,91.571,blurry,188.044,36.704,True,ok,True
7. Healthy leaf/healthy_00370.jpg,7. Healthy leaf,1200,904,139943,100.411,soft,187.647,34.141,True,ok,True
7. Healthy leaf/healthy_00371.jpg,7. Healthy leaf,1200,904,156962,195.12,soft,184.467,53.821,True,ok,True
7. Healthy leaf/healthy_00372.jpg,7. Healthy leaf,1200,904,135374,95.641,blurry,187.647,34.214,True,ok,True
7. Healthy leaf/healthy_00373.jpg,7. Healthy leaf,1200,904,125535,145.148,soft,204.653,47.875,True,ok,True
7. Healthy leaf/healthy_00374.jpg,7. Healthy leaf,1200,904,157137,106.162,soft,193.26,35.085,True,ok,True
7. Healthy leaf/healthy_00375.jpg,7. Healthy leaf,1200,1600,397411,127.976,soft,179.502,45.529,True,ok,True
7. Healthy leaf/healthy_00376.jpg,7. Healthy leaf,1200,900,303922,157.675,soft,179.073,33.66,True,ok,True
7. Healthy leaf/healthy_00377.jpg,7. Healthy leaf,1200,1600,518037,149.435,soft,179.308,28.117,True,ok,True
7. Healthy leaf/healthy_00378.jpg,7. Healthy leaf,1200,1600,559723,211.332,soft,180.69,36.54,True,ok,True
7. Healthy leaf/healthy_00379.jpg,7. Healthy leaf,1200,1600,465708,124.528,soft,188.661,28.016,True,ok,True
7. Healthy leaf/healthy_00380.jpg,7. Healthy leaf,1200,1600,545404,212.791,soft,176.225,41.482,True,ok,True
7. Healthy leaf/healthy_00381.jpg,7. Healthy leaf,1200,1600,600283,206.549,soft,178.097,33.347,True,ok,True
7. Healthy leaf/healthy_00382.jpg,7. Healthy leaf,1200,1600,269231,53.06,blurry,175.639,53.567,True,ok,True
7. Healthy leaf/healthy_00383.jpg,7. Healthy leaf,1200,1600,644666,266.49,soft,180.774,39.53,True,ok,True
7. Healthy leaf/healthy_00384.jpg,7. Healthy leaf,1200,1600,357161,43.41,blurry,189.705,31.632,True,ok,True
7. Healthy leaf/healthy_00385.jpg,7. Healthy leaf,1200,900,360814,222.13,soft,177.693,34.262,True,ok,True
7. Healthy leaf/healthy_00386.jpg,7. Healthy leaf,1200,1600,315558,56.583,blurry,184.793,48.545,True,ok,True
7. Healthy leaf/healthy_00387.jpg,7. Healthy leaf,1200,900,357690,214.096,soft,178.216,30.842,True,ok,True
7. Healthy leaf/healthy_00388.jpg,7. Healthy leaf,1200,900,342185,183.58,soft,185.674,23.494,True,ok,True
7. Healthy leaf/healthy_00389.jpg,7. Healthy leaf,1200,1600,486435,154.953,soft,185.747,47.522,True,ok,True
7. Healthy leaf/healthy_00390.jpg,7. Healthy leaf,1200,1600,531503,159.425,soft,181.471,43.309,True,ok,True
7. Healthy leaf/healthy_00391.jpg,7. Healthy leaf,1200,1600,490481,173.582,soft,182.939,43.827,True,ok,True
7. Healthy leaf/healthy_00392.jpg,7. Healthy leaf,1200,1600,300565,67.413,blurry,184.84,51.323,True,ok,True
7. Healthy leaf/healthy_00393.jpg,7. Healthy leaf,1200,900,144660,46.776,blurry,178.337,37.42,True,ok,True
7. Healthy leaf/healthy_00394.jpg,7. Healthy leaf,1200,1600,299485,54.371,blurry,174.014,40.913,True,ok,True
7. Healthy leaf/healthy_00395.jpg,7. Healthy leaf,1200,1600,277427,28.338,blurry,178.244,28.798,True,ok,True
7. Healthy leaf/healthy_00396.jpg,7. Healthy leaf,1200,1600,336224,61.53,blurry,183.785,39.568,True,ok,True
7. Healthy leaf/healthy_00397.jpg,7. Healthy leaf,1200,1600,270686,52.365,blurry,181.815,48.704,True,ok,True
7. Healthy leaf/healthy_00398.jpg,7. Healthy leaf,1200,1600,306992,35.233,blurry,177.24,31.562,True,ok,True
7. Healthy leaf/healthy_00399.jpg,7. Healthy leaf,1200,900,131219,49.191,blurry,183.849,38.075,True,ok,True
7. Healthy leaf/healthy_00400.jpg,7. Healthy leaf,1200,1600,289970,71.886,blurry,179.023,49.171,True,ok,True
7. Healthy leaf/healthy_00401.jpg,7. Healthy leaf,1200,1600,300927,46.768,blurry,179.782,35.408,True,ok,True
7. Healthy leaf/healthy_00402.jpg,7. Healthy leaf,1200,1600,306988,106.171,soft,180.478,53.722,True,ok,True
7. Healthy leaf/healthy_00403.jpg,7. Healthy leaf,1200,1600,291188,81.048,blurry,180.559,57.341,True,ok,True
7. Healthy leaf/healthy_00404.jpg,7. Healthy leaf,1200,1600,308266,52.658,blurry,182.156,39.276,True,ok,True
7. Healthy leaf/healthy_00405.jpg,7. Healthy leaf,1200,1600,274233,51.889,blurry,183.228,45.213,True,ok,True
7. Healthy leaf/healthy_00406.jpg,7. Healthy leaf,1200,1600,293859,55.91,blurry,186.203,34.196,True,ok,True
7. Healthy leaf/healthy_00407.jpg,7. Healthy leaf,1200,1600,288007,43.997,blurry,178.539,42.223,True,ok,True
7. Healthy leaf/healthy_00408.jpg,7. Healthy leaf,1200,1600,298285,29.745,blurry,175.037,33.774,True,ok,True
7. Healthy leaf/healthy_00409.jpg,7. Healthy leaf,1200,1600,270672,41.856,blurry,182.885,39.171,True,ok,True
7. Healthy leaf/healthy_00410.jpg,7. Healthy leaf,1200,1600,281826,31.838,blurry,178.683,28.044,True,ok,True
7. Healthy leaf/healthy_00411.jpg,7. Healthy leaf,1200,1600,335696,72.433,blurry,168.536,58.644,True,ok,True
7. Healthy leaf/healthy_00412.jpg,7. Healthy leaf,1200,1600,368018,69.101,blurry,170.528,41.476,True,ok,True
7. Healthy leaf/healthy_00413.jpg,7. Healthy leaf,1200,1600,351358,89.319,blurry,171.678,43.765,True,ok,True
7. Healthy leaf/healthy_00414.jpg,7. Healthy leaf,1200,1600,314963,66.212,blurry,176.881,49.355,True,ok,True
7. Healthy leaf/healthy_00415.jpg,7. Healthy leaf,1200,1600,338342,48.887,blurry,176.433,43.318,True,ok,True
7. Healthy leaf/healthy_00416.jpg,7. Healthy leaf,1200,1600,382749,50.043,blurry,177.824,39.078,True,ok,True
7. Healthy leaf/healthy_00417.jpg,7. Healthy leaf,1200,1600,293129,65.874,blurry,175.519,49.87,True,ok,True
7. Healthy leaf/healthy_00418.jpg,7. Healthy leaf,1200,1600,317489,47.655,blurry,175.837,37.408,True,ok,True
7. Healthy leaf/healthy_00419.jpg,7. Healthy leaf,1200,1600,327938,49.464,blurry,179.845,43.55,True,ok,True
7. Healthy leaf/healthy_00420.jpg,7. Healthy leaf,1200,1600,332600,45.962,blurry,180.856,46.904,True,ok,True
7. Healthy leaf/healthy_00421.jpg,7. Healthy leaf,1200,1600,337161,61.015,blurry,186.16,36.398,True,ok,True
7. Healthy leaf/healthy_00422.jpg,7. Healthy leaf,1200,1600,299309,79.771,blurry,184.73,50.139,True,ok,True
7. Healthy leaf/healthy_00423.jpg,7. Healthy leaf,1200,1600,349860,70.123,blurry,184.456,37.507,True,ok,True
7. Healthy leaf/healthy_00424.jpg,7. Healthy leaf,1200,1600,285666,41.232,blurry,177.896,36.503,True,ok,True
7. Healthy leaf/healthy_00425.jpg,7. Healthy leaf,1200,1600,328264,68.577,blurry,187.368,48.5,True,ok,True
7. Healthy leaf/healthy_00426.jpg,7. Healthy leaf,1200,1600,318024,53.449,blurry,184.837,37.727,True,ok,True
7. Healthy leaf/healthy_00427.jpg,7. Healthy leaf,1200,1600,290886,50.387,blurry,173.755,36.263,True,ok,True
7. Healthy leaf/healthy_00428.jpg,7. Healthy leaf,1200,1600,249535,30.063,blurry,180.77,32.873,True,ok,True
7. Healthy leaf/healthy_00429.jpg,7. Healthy leaf,1200,1600,281087,30.397,blurry,179.003,26.086,True,ok,True
